company_name,company_star_rating,role_title,role_location,industry,company_type,listing_desc,listing_url,page_url,page_num
Visa,3.8,Data Science Graduate,"London, England",Company - Public (V),Information Technology Support Services,"
Evangelizes the creative use of data science to solve business problems with external clients 
Works with VCA consultants in market to drive data science business development opportunities across key accounts to meet VCA revenue targets 
Applies data science and predictive techniques that can be used to enhance client profitability across acquisition and retention 
Works with VCA consultants on conducting VisaNet data analysis on key metrics in order to articulate key issuer P&L opportunities to drive revenue growth for our clients and Visa 
Create and deliver powerful business-centric insights from data through better visualization and storyboarding 
Collaborating with the internal and external partners to fully understand business requirements and desired business outcomes 
Execution proficiency in handling multiple medium to large data science projects along with rest of the stakeholders in the project team 
Defining detailed analytic scope and methodology, and creating analytic plans 
Executing on the analytic plans with appropriate data mining and statistical techniques 
Ensuring project delivery within timelines and budget requirements 
Ensuring all project documentation is up to date and all projects are reviewed per analytic plan 
Enhancing existing solutions and approaches by promoting new methodology and best practices in data science field 
Providing subject matter expertise and quality assurance of complex data science projects 
Automating processes/codes 
Familiarising yourself with new tools/software/techniques 
Graduate/Post Graduate degree (Masters or Ph.D.) in Quantitative field such as Statistics, Mathematics, Operational Research, Computer Science, Economics, or engineering or equivalent experience 
Results oriented with strong analytical, consultative and problem-solving skills, with demonstrated intellectual and analytical rigor 
Familiarity with modern distributed systems, including both Hadoop/SQL/MLP and Apache Spark etc. 
Familiarity with one or more data analytics/programming tools such as R or Python 
Knowledge of applying predictive modelling and machine learning technique to problems 
Ability to communicate with impact and interest in working in a consulting-like environment and client-facing project roles 
Relevant degree in data science, computer science, statistics, mathematics or similar field 
Experience with coding (sql/python/R) 
Passion in processing extremely large data sets. Knowledge of payment network transactional data is a plus 
Team oriented, collaborative, diplomatic, and flexible style, with the ability to tailor data driven results to various audience levels 
Proven skills in translating analytics output to actionable recommendations and delivery 
Fluency in English 
Reports to the Director of Data Science 
London based",www.glassdoor.com/partner/jobListing.htm?pos=425&ao=1136043&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_d499956c&cb=1679210085688&jobListingId=1008515869473&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-9c542b556d6b283c-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Samsung Electronics,3.5,Data Scientist Intern,United Kingdom,Subsidiary or Business Segment,Computer Hardware Development,"
Designing, implementing and evaluating efficient algorithms for meeting the objectives of the project. 
Leveraging his / her knowledge Data Analytic, AI, Machine Learning, Deep Learning, Time-Frequency Analysis. 
Providing basic technical support to schools to help them set up equipment for Samsung’s Energy in Schools project. 
Strong team spirit and willingness of extending and adapting technical knowledge. 
To collaborate with Schools on Samsung’s Energy project. 
MS in Engineering fields and / or Computer Science, PhD (Biomedical Engineering preferred) / Under PhD. 
Programming skills in Python or other modern programming languages including Java 
Understanding of Deep Learning & Medical Statistics & Time-Frequency Analysis algorithms. 
Strong python skills for data analytics, familiar with common python packages including numpy, pandas, sk-learn and Keras and/or TensorFlow frameworks. 
Ability to read research papers, and quickly turn the ideas from paper to prototype solutions. 
Good communication skills, ability to learn quickly on-the-job. 
Fluent English speaker",www.glassdoor.com/partner/jobListing.htm?pos=414&ao=1136043&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_dff48068&cb=1679210085686&jobListingId=1008419663637&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-3197f382e5d7e248-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Metrica Recruitment,1.0,Econometric Analyst - Machine Learning,"London, England",Company - Private,Business Consulting,"A motivated individual. Strong analytics and model building capabilities. Excellent communication skills and the desire to work with clients. Minimum 2.1 degree (or equivalent) in a numerical subject, ideally with some exposure to Economics or Econometrics. Experience within a data driven, analytics environment. Commercial awareness, preferably having worked with consumer or marketing data.",www.glassdoor.com/partner/jobListing.htm?pos=422&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_6b104368&cb=1679210085688&jobListingId=1008533578211&cpc=47CFDC01B3F81FAC&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-1eb41470076458f9--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HrO7K58CuP622URfDJ_Hv5yGGXr7dWvAySs6AhIC7NdNnHaHwJqBFaPENVVjneWZzJAMBZ9WuaOPYjRjZtRMuoOLjx-7EgEcXgDWdgXFNz5tzkt_FSRoekyN3DsPey3mGdRpetOSQqbo2WJX0CpJhxEmg8yW9V7jmbgzetg_YM_dWVH6G8M88YBJ22QMapf33wcaqkGv95VRJIzYQ6T_8kvGdmbmuBF8ztDZ6Jt-5fwynuPBUmEJG-FC9oXDNes6tW59qf5xwzMmpyLAQWdfPie0-FbimUB01UhqaPzx3zp68emcPiNrbkw6hDSpe2FyeL8IVlsBeREOHMQFv4tGSi6jhRue7W1rzc8CzMYLvRRwVJnq318d6pgrU16n7CLMoLkJu4otya3zg_8OkCeWJQuBDxQyEpLgoTTKatEtRup8FPy8-Gaffi4kYHGPHE376hGFrTiyBAj8dZaG6Epy5LV3oHPXj3ZZG9aEVgSrPILNZHLGeiF8G8d9hq6jT9EM6Ek7eLJw442tu_m9VxSKdWz_uEWweQiuhS51KdE2PCsfYg6koBPTt2XECzn0MsUEXniOSQPhLhnTZHvMmLcOMq4FzR0isVpbuuFEI9EcqsPFCDdNwo6qC18,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
COREcruitment UK,4.6,Data Scientist,"London, England",Company - Private,HR Consulting,"
2 years experience in SQL 
To identify new data that can be added (internally or externally through APIs) to enrich the analysis and provide deeper insight 
Thoroughly check data and validate output 
Highly numerate 
Experience with AWS Redshift 
Experience with using data to present to non-technical stakeholders 
Advanced expertise with MS excel 
Excellent writing skills 
Relevant university degree",www.glassdoor.com/partner/jobListing.htm?pos=426&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dcc4a854&cb=1679210085688&jobListingId=1008501559780&cpc=C4A69CCDBB3B9599&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-a7e37b9085f8bc0a--6NYlbfkN0BMi_H5r1wKk9TqaT7Ay9JUbX0JAI6s_fzIxZfk4meybWIZ-TqH_wQ1smA5xrezA2XUoYgZy5Dfej7AjLzpLQTvIebdYMOPqyG_2LczQkAVmlxYD6RwMg1q4ngEJuDxxhn1UGpqsq0G7JtsrW0KN0wMpM6bHClRGOu4CB8tDnHbkqmuCpkbWLGyRIcRnde3wruU2CoZkvNm7-rcmSvEyhBKz-HedRqiYzXD6DkWjPAWAjU_eq8qt5wHMNL9i_YETWLs-4rlB5hBgsa8TBGnhQniJlGf9qt76_OglqxsZguBrKHarEZoQioGhKkad3nkfqrZy-s01TfoNrgxQqGUO9sJ_EBDjf9LwuTG4iFWq7hg6X6vdYNsNlBrafsYt6LeGK9OWi5IfJZz5ZybDgnMWs5RqUdhJiKrEOHwApMMSz2mi-2xCzvPcH8pEh5RdYbP7HOpIGSGBeMVUY-aw3bW1Gx8yRwiuShiZxxbNdMYRaBbl1tiTf8Xc08nEwZCT1Rkeo_QyPsbXNs7d4U9N3Fbu6Lk6MxZGgejfyaq_n8IT8vGxw%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Triumph Consultants Ltd,3.5,Dependable Autonomy Specialists - Machine Learning/Robotics,"Salisbury, England",Company - Private,Staffing & Subcontracting,"Developing compelling assurance evidence for Autonomous Systems in Defence Undertaking vulnerability assessments on Autonomous Systems of interest Technically partnering with Industry and Academic research projects Undertaking fundamental research. Possibility of observing or undertaking offsite UK and International Partner Trials Python programming skills (Mandatory) plus ideally as many of the following as possible:
Use of popular ML packages such as pytorch, tensorflow, keras
Use of data handling, plotting and visualisation packages, e.g. matplotlib, pandas, seaborn
Use of jupyter notebook as a development environment
Generic programming skills inc:
Use of git version control
Use of JIRA for agile dev
Linux/Windows dev environments
 Use of popular ML packages such as pytorch, tensorflow, keras Use of data handling, plotting and visualisation packages, e.g. matplotlib, pandas, seaborn Use of jupyter notebook as a development environment Generic programming skills inc: Use of git version control Use of JIRA for agile dev Linux/Windows dev environments Understanding of ML based object detection, including associated performance metrics Prerequisite of appropriate mathematical skills to understand, develop, apply those performance metrics Machine learning background Robotics background would be beneficial Software Development Our clients are generally seeking applicants who are reasonably local, not that they would exclude candidates willing to travel/relocate, so on that basis we would ideally like you to supply us with your address (or at least your post code) and a telephone number so that we can reach you during working hours Your recent UK working experience going back at least 5 years, or full employment history if you have been working for fewer years than this. Your availability to work either immediately, or at short notice. Qualifications and experience relevant to the job role – please give full details within your CV document Any local authority/public sector experience Any relevant qualifications held or being studied for",www.glassdoor.com/partner/jobListing.htm?pos=404&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d44bee16&cb=1679210085686&jobListingId=1008533426068&cpc=9DC6E4D8324653EE&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-e8500d56cfb5d002--6NYlbfkN0A67QnzyKED9Zi7wzNBOXSjYcw15EdKRFgClG98NAFBG4jysZzlip1VohziGDFRUwZ1LeQ-uVYPWrx83c7SBHQCiRgS7igEdT5TPt22Gmx8fm3AxFpFInkPYq8h70bIaA33yBZc7fq6ENp2B7H1TWfAlVF4vP2LAXDmEuitlMLe_Tc6pF10bMPsU2dFG0LizI3ei3JjgcH0To-p9BI-UOzmIKYFi-6iEUkijYOxmmPBXAs6SLWC4pFw7sOZtYOEMKffzsJiXENeV8LAfd1pCR479erYD5rYQan--eQx3tLI5ElOVJKEomA0pga9DwGZcXo2rjvrYzzBdYb-ISSkZGdbCzE7tUndqQAbMbnaEsOAMTEOtbWX11MT7lk9JXFvTE0pRqM1s1UtWDDkV6DD5x1v8MGblVZqp2U_3yTAc7Zj3RezSTVsF0bVICM4TDk5NpCSBRcRRLFFcJtDpjjKuMyY1_gJDpKNd9KPkvJMuaszklN1ARSE9qeASqpxyA8PZFVrtjNzFR5rD4pdLrAs69DQv17DERUa28U%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Crimtan,NA,Machine Learning Engineer,"Cardiff, Wales",NA,NA,"Optimize real-time bidding strategies to efficiently help our clients attract valuable customers; Building and evolving production ML infrastructure in the Google Cloud; Building and testing ML/DL models related to customers online behavior in application to online advertising revenue optimization; Working closely with software and data engineers on productizing software prototypes; Working cross-functionally with Engineering, Product Management, Ad Operation and Optimization teams. Click-Through Rate prediction; Lookalike modeling; Pricing; Product Recommendations (we can show dynamic banners); ActiveID (cookieless user id); Google Cloud infrastructure for production ML. BS/MS in Data Science, Computer Science, Applied Mathematics, Statistics, or a related field; Experience with Real-Time/near Real-Time production ML projects in Cloud environment (must); Advanced math and statistics knowledge (must); Strong knowledge and experience with Python (pandas, numpy, sklearn, xgboost, catboost, lightgbm), SQL (PostgreSQL, SparkSQL), bash, Docker, Linux shell, git, Kafka, Airflow, MLFlow (more the better); Strong knowledge and understanding of classic ML (linear models, gradient boosting) , DL, RecSys (must); Big Data tools - Hadoop, Hive, Spark, PySpark (we have our own physical cluster in the UK) (must); Computer Science knowledge (classic algorithms and data structures); Ability to work independently and proactively (must); Superior analytical skills (must); Creative problem-solving and strong detail-oriented abilities (must); Strong written and oral communication skills; Experience in RTB field (nice to have); Good level of English (B2/C1). Casual dress Company events Company pension Cycle to work scheme Private medical insurance Referral programme Monday to Friday Yearly bonus Cardiff: reliably commute or plan to relocate before starting work (required) Do you have experience with Real-Time/near Real-Time production ML projects in Cloud environment? Bachelor's (required) Python: 3 years (required) SQL: 3 years (required) Machine learning: 3 years (required) Hadoop: 3 years (required)",www.glassdoor.com/partner/jobListing.htm?pos=402&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b0da27a0&cb=1679210085685&jobListingId=1008249846921&cpc=217C45A42544DB93&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-b910b280bfa12081--6NYlbfkN0DVRO1nF9E-_5mBWLa2npF1Os4zZTe44SAFH1l3m-vH4eQD7_d5rwglrm7lPwdhS8FinAbfukQL-WaLeirhF9C1ipJmU9pjcVJNc5IH-ZCH4VNsKkwdDCT4hQVeouXL0f-WiBbaDSCx52g3a6zvCdw-ZJmsRcad6dzFCY5894hW3J1aWBLKC-2srkY54D2KnbnN2lSXT4Wqjzv_dipi67LqwJrsuCIiFttSfG9CHjx-btjY1XhfGA5QomXmNG1jP1H2yNXPHI2XuiVSAdlGelN9n1ssgz5OxMja5LQRR1IU-IjjDPuO4M9QVGKTAqom4c0sdcgW6ydWcvtrWWRA7r0g5s5aLrpoqq_DF7U3b9TqfQsxqX8q32bUGq2W2diGScGpO3UfGEJoubpIffUHcLS7-l9zEGDuQllZZhJfgUMwCc6GJNDgZ2N4RZx6BZCNHQ753Fr4F_8y0RgzHk0332M6wF4jrNGqSDgfcD70QYx57d3ATHVQ9u44YaCRWtw10OBTfIBysMd1oU75ppMmksws1qJwiJ90ZaYa5Io_WI64rcN1Q7aDjQsFmww7B8EImhVGKd2raQaXfA%3D%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
MERJE Ltd,4.9,Senior Manager - Advanced Analytics,"Manchester, England",Company - Private,HR Consulting,Additional leave Casual dress Company pension Cycle to work scheme Employee discount Free or subsidised travel Life insurance On-site parking Private medical insurance Sick pay Work from home 8 hour shift Monday to Friday Bonus scheme  Manchester: reliably commute or plan to relocate before starting work (required),www.glassdoor.com/partner/jobListing.htm?pos=418&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_37268e11&cb=1679210085687&jobListingId=1008409246853&cpc=3DB599BF2F4828F0&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-09ffc86e6ed984b1--6NYlbfkN0Cg7wvlc5q9csd79-rf_6aojqG9NPKyKNZYLaE5cTAe1Ejs5F0CPwg2FPp2zxluJbrbTK7Gy5WEoslKbzmb4Ioes6CsZMSNTI5pDRDvZWc7itxbgZXLTAAITfT55xs1f0ixFxuhl3bWe1oFA5tbwz47zZWJAugqrova4hCv8mdOm_hohg50exH5yS6mEWvq4Mkrr_rEYc3Iy5psPuyromashqu1pqjqlCAGwKo3dL4LI-bmb-OeqqlgAdjnhoueAetf8RfpR3sap3-6Izb0QWVQACKUa388q00EJC5UpDu3VGwgWXtBAKMMf9bVJCKAy3Ts7uNJmm0KQNZ0gCQmbqP1_9DRbIU4jfy99SopjGxS-DR2t9JkOuCaiqLG7XXxRKv2ni9TNN45KZ5E_NvTgk7KP4PgkEP-ef6_EoNPcO9VMAfrEpDSvSBbauSnnmdQ2zurmxLpfxOugUErCf_G1z1XXQquRI-wHgSDHi8M526bSBvekYetM2k0JjSV_Dqcb0p9IZf-4E4mX6glm_e1V_oe9lCEkjRVFNGc_-cNbsa5YLENCSQLu7EqvBK5zTKjqC3dZTIRsR4AiQqkuSRlTG7zLsWoauZVQoM%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Transport for London,3.9,Data Scientist,"London, England",NA,NA,"Create new tools and algorithms based by analysing customer and operational data sets such as ticketing, asset and sensor data such as telemetry and log data from vehicles. Discover value from vast amounts of data to enable transport operations and planning teams to make smarter decisions against an ever-changing data landscape. Integrate datasets and perform analyses spanning multiple sources, including large scale unstructured data, to generate new insights that cover many TfL services. Develop a set of robust data analysis methods and algorithms which can be implemented by development teams and subsequently offered to key managers within TfL and external partner organisations on a managed-service basis. Gain efficiencies from identifying and delivering savings from analysis for business areas through greater use of data. Support the Principal Data Scientist in researching, testing innovative approaches and developing further if successful. Develop and further enhance existing capability in image processing and deep learning techniques. Support the standardising and best practice promotion for machine learning model training, deployment and monitoring across the data science community. Proven and detailed knowledge of data and statistical analysis tools such as R, Python (Essential) Proven knowledge of data analysis and data science methods including: Proven knowledge of how to use data to answer business questions that drive insight (Essential). Proven knowledge of how to scope solutions that support data science exploration (Essential). Knowledge of London’s public transport industry (Desirable). Knowledge of relevant national and international legislation pertaining to the Government/Public Sector IT – e.g. Data Protection Act, GDPR, and Freedom of Information Act, including knowledge of basic confidentiality and data protection requirements that apply to the processing of customer information (Essential). Ability to analyse complex data consisting of millions of rows and draw conclusions using new analytic approaches to business questions. (Essential) Ability to effectively present to senior management (Essential) Ability to provide clear interpretation of statistical evidence and craftsman analytics that can be understood by both technical and non-technical people. (Essential) Advanced analytical skills including statistics, mathematics, predictive modelling, quantitative analytics, and machine learning. (Essential) Ability to pipeline and plug various data sources together efficiently in a cloud-based setting - in order to then perform tasks such as data enrichment, quality checking and feature engineering (Essential) Ability to propose solutions to analytical problems using a data driven approach. (Essential) Ability to communicate complex analysis effectively, both orally and in writing, with people across the organisation and outside so that the conclusions and implications of the analysis are clear and can be understood by colleagues with a wide range of technical skills. (Essential) Ability to understand the business impact and strategic context of the interpretation of complex data. (Essential) Ability to work in a team environment, with fellow data scientists, engineers and development teams and collaboratively to service other parts of TfL (Essential) Experience in working with stakeholders to define business questions and analysis for decision-making. (Essential) Strong experience in working with extremely large data (millions of rows) and scaling compute to provide complex quantitative analyses using often hidden, messy data (Essential) Strong experience of using data to inform and influence business strategy and decision making. For example, where the answer will be used by heads of departments, directors to guide the business strategy. (Essential) Strong experience of gathering, collating, analysing and publishing data in multi – media formats, for both technical and non-technical audiences. (Essential) Experience with cloud-based services such as those provided via Microsoft Azure, AWS or Google Cloud (Essential) Strong experience with image processing and deep learning techniques – for instance using the PyTorch framework - as well as a familiarisation with the Databricks platform (Highly Desirable) A good understanding of MLOps – experience of being involved in the collaborative process of optimising, implementing and then continuously monitoring production model performance alongside data/machine learning engineers (Highly Desirable). Final salary pension scheme Free travel for you on the TfL network A 75% discount on National Rail Season Ticket and interest free loan 30 days annual leave plus public and bank holidays Private healthcare discounted scheme (optional) Tax-efficient childcare payments Tax-efficient cycle-to-work programme Retail, health, leisure and travel offers Discounted Eurostar travel",www.glassdoor.com/partner/jobListing.htm?pos=427&ao=1136043&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_f1c6c642&cb=1679210085688&jobListingId=1008514892143&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-8866589da4356a82-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Data2Action,NA,Data and Reporting Manager (Education),"Sunderland, North East England, England",NA,NA,"Detailed knowledge of the Education Sector – we would expect the role holder to have worked within the sector and understand how data is currently utilised therein. Communication and Project Management skills – the candidate will be able to demonstrate that they can work in partnership with the clients and effectively capture requirements and deliver high quality data and insight solutions. Data management – extensive experience of creating and managing appropriate data ecosystems across multiple and complex data sources, ensuring the effective delivery of architecture, security, database and storage models are implemented. They will be capable of using programming languages, databases and data analysis for code management and version control. Data modelling and visualisation - the ability to interpret client requirements and present data in a clear and compelling way, using their experience of conceptual, logical and physical data modelling, data cleansing and standardisation to create exceptional visualisations. Extensive business experience is a similar role within the education sector is highly desirable. Significant experience in managing organisations through their ‘data journey’. Excellent working knowledge of key systems such as ‘POWER PLATFORM’, Power BI, MSSQL, Python plus the schools MIS providers. A Degree in an appropriate STEM (science, technology, engineering, mathematics) related subject, and ideally a post graduate degree in data science and analytics, business analytics, or big data Monday to Friday 8am till 6pm £40,000 - £50,000 per annum dependent on experience Casual dress Company pension Life insurance On-site parking Work from home Monday to Friday Bachelor's (required) Power BI: 1 year (required) Education sector: 1 year (required)",www.glassdoor.com/partner/jobListing.htm?pos=403&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_dde583ba&cb=1679210085686&jobListingId=1008527487819&cpc=84DBBAA61F05C438&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-371c6f90491137d5--6NYlbfkN0BJNjSQukFUnhTxzUw1jiOIt4SuWAyWJkaO_MyN1DQR0ds2RBoJaVXs8Vn_DrBjrpEAUIqlovjS2SBZ4nZd99oczbRa77_ZIpETsa7i-4USfrS7gsy5v95x5-kM4JsWgJEBNvs-TJaJa6TRyU__IiRtf798xB1iaxPKKhBfA2SaYZhOsTblLLWs_npvdU3mnqE4KSy3qMZvuHoRsuiqHKUqPrX73oR1CwEnoV1qjWNIiquCdqrU-pTSIt1dzlxMxruP6VXlm611F0v7vSZjrYTZPghQ3sA8h4OAsSm9_p8W0fykR0NkZbJQ6gNnYwmMjTKVHkwYbXr_WXUYK0P-hLuFjE80iIHujfOZ6R7k6_zbfQWomGChNgFXtPJbUzQxas57D3CpSVkS2_dnL3wQZjc6yK9i6aVJzfLWb_jnBs3rMBfHfwSVyhqOb8HIJ4FojgL2YQOnMiijqnMsnuX--ToPsLq0SKo52lS0IBSBZuoDtTgmsx3rXbN3FkFaWiAQ5-Sc1-r4l09PEoWttOt3ApaHuCPPcChz7X3znk6RjM1uNI_FxW09KTshJpF-WHfUIIwIZQkdi3dCm2eIfnmObiej,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Pythia Sports,3.0,Data Scientist - Cricket,"London, England",Company - Private,NA,"Have a deep understanding of the data, its limitations and meaning, including the investigation of data validity Uncover trends in multiple sports datasets Build and maintain data-driven predictive models Research and apply novel modelling techniques Build and maintain model validation metrics to regularly track performance Have awareness of the limitations of any model output Have an understanding of statistical robustness and validity. Experience applying advanced statistics and modelling techniques to cricket data is essential PhD or equivalent industry experience in a quantitative field Strong programming skills, with a preference for (but not limited to) Matlab, Python and R A track record of using data to solve complex problems Experience working with cloud computing (desirable). Right to work in the UK Additional leave Casual dress Company events Company pension Cycle to work scheme Private dental insurance Private medical insurance Referral programme Sick pay Wellness programmes Monday to Friday Bonus scheme Please briefly describe your experience working with Cricket data. Master's (preferred) United Kingdom (preferred)",www.glassdoor.com/partner/jobListing.htm?pos=408&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_f39c788d&cb=1679210085686&jobListingId=1007562748911&cpc=32EE424DE2B657EB&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-9a36d2355241924b--6NYlbfkN0DPD0bt9JAdjOubXaOlasaA9cSAf68lccJAaPUaYP7D2edPLsDx0ar8XThu-7o1QUdMe1KZi_dg81JEou5LKPb33iSLV4MRRGZ4aO84UifyWCAIOU5Kfwknh0RzxoVcVfqSC0eQ2liYGG6k0wHFJ1XQhI8ZqBcTB3VuEjpbNsWtjMLaA4CmRMgOWhVAkc-lv11_MI4jYrdrq8PHr7QiQ-HZm4NoKQYz6aTv0PZF221sWmVzfr5NnrXDGViraBpq3I8GooH_cFCZLw_P24HE2DV1iov5yqEFJ6uSbUN9Dx8AQFUJoE0pfZ2rII6bgB8IPLfV5YTOmMU6JgFunB-dPnbkNmm3IIsnJbRgXaGKPpqeklX9RUMBBW_ydXc02RkiXCfUEV87ixxJPfB0_VGuRFnV3mTrK9BMJaIk9p3gJlMrVL0K1PWCBKBpRVBNTIOuFkvHHHsztVBcdOvr3zGVm2fZ5qRsPwhTjsGkZMVRp8Wpn90oIAyApJaTLb5FYkK-gzsDiwHyIaWND2B9WwWZNZQBFH9OxYQtGlU1E5Rtduv0tYuqiYaxanaGkgC66Yfhubc%3D,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Metrica Recruitment,1.0,Lead Data Scientist,"London, England",Company - Private,Business Consulting,"
Significant experience working with Credit Bureau Data Strong Python experience A strong understanding of statistics Experience deploying ML models Strong stakeholder management experience",www.glassdoor.com/partner/jobListing.htm?pos=410&ao=1110586&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_61e4d22c&cb=1679210085686&jobListingId=1008535747349&cpc=F4EED0218A761C36&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-a3cb42b872f7f73a--6NYlbfkN0B4I0z8Vg4C22bXJk453pUE2nnLCUOyY_R-ihB16RDW65dAXO9w17QY8SOm2HP94HqljDxFxTLjY4HGxx1MFaeyRA5Nc3ns3Tmbva6C-mT-kSxyumULgNlBJ2oORHdoitYngWklZ0SNuv2mFcMaR98ezhV3oCPo8ue4Cgh8mS83qM-s_sn9YohsKAlMXI0hB6fkAjl9_lVkeExYYTFu5Sf-53TbLMYQkgNn4aessoGx0faJ03nHD6R0bqaNUTkb3wLASsAxh4p-YlA2oa9hdKY2l1Ywn73v9lqK9TznC3m2sEklFOuxrfLYhvjDmScsAOizVBNJP9ARxPGuBjRAm4IztFI6ba4CHMzMEFaRAQRWFn66yzrPm6K2Y1L_cNPEB0_-nAXg21cxRnauBlo9x4eMe6SMO3f2eatAqRN0XgD7nkgatUtfL9EZeIvoyZoYY1gF8djx19UHTO6p8Zuaq_gR20JUaSeapgHjor3GlEppo5_PBb-voLln6yubunWvoO8pd_6owit9yrpdjzVrmTWteC7WLX1iKVT4-mN8qBqLi_qGYNd_NGeGp_bWbz-_gG2MA4mx62PeGsmvAWBIQDj3L-5jGoeZF1V_x7Yy_kJYQCHJO8mDrXFlsKCQXIC2ExRzU4HpRMiqd-FFbMyOA7yT,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
Wipro Limited,3.8,Data Scientist - Utilities,"Wokingham, England",Company - Public (WIT),Information Technology Support Services,"
Preparing, and analyzing data to predict and provide recommendations. 
Execute the R Scripts in Azure MLOps using execute R Script component. 
Logging using ML flow and model training using R 
Solid practical experience in Data science and ML. 
Good working experience in R code. 
Previous experience in building statistical models in R 
Experience in Advanced Statistical modelling, R-code training, R conda libraries, mlflow libraries.",www.glassdoor.com/partner/jobListing.htm?pos=416&ao=1136043&s=58&guid=00000186f8b87c2b83f8bb09b5d3e62f&src=GD_JOB_AD&t=SR&vt=w&cs=1_1f2a07c3&cb=1679210085686&jobListingId=1008527450748&jrtk=3-0-1grsbgv21kbnu801-1grsbgv2p2a6j000-f35a6dae72776768-,"https://www.glassdoor.com/Job/united-kingdom-data-scientist-jobs-SRCH_IL.0,14_IN2_KO15,29_IP4.htm",4
